date,AAPL,ADBE,AMD,AMZN,BABA,GOOG,IBM,INTC,META,MSFT,NVDA,ORCL,SAP,TSLA
2021-10-27,0.012,0.296,0.3,0.198,0.266,0.314,0.27,0.051,0.373,0.424,0.374,0.279,0.27,0.148
2021-10-28,0.058,0.307,0.385,0.053,0.275,0.099,0.139,0.477,0.137,0.085,0.503,0.291,0.272,0.191
2021-10-29,-0.103,0.36,0.373,0.0,0.281,0.159,0.158,0.477,0.029,0.137,0.495,0.311,0.346,0.409
2021-11-01,0.277,0.363,0.298,0.286,0.266,0.334,0.179,0.206,0.133,0.219,0.441,0.311,0.346,0.183
2021-11-02,0.204,0.355,0.31,0.086,0.49,0.274,0.204,0.117,0.18,0.25,0.429,0.349,0.346,0.112
2021-11-03,-0.08,0.379,0.316,0.125,0.388,0.019,0.244,0.041,0.206,0.147,0.41,0.449,0.346,0.128
2021-11-04,0.119,0.384,0.276,0.035,0.396,0.273,0.166,0.099,0.089,0.061,0.386,0.479,0.346,0.045
2021-11-05,-0.194,0.402,0.231,0.067,0.353,0.072,0.25,0.101,0.296,-0.254,0.167,0.468,0.346,-0.024
2021-11-08,0.32,0.289,0.132,0.108,-0.021,0.312,0.243,0.175,0.509,0.286,0.206,0.458,0.346,0.167
2021-11-09,0.307,0.289,0.389,0.363,0.233,0.191,0.117,0.154,0.24,0.362,0.505,0.357,0.344,0.065
2021-11-10,-0.073,0.255,0.218,0.236,0.247,0.39,0.117,0.154,0.11,0.443,0.38,0.387,0.344,0.01
2021-11-11,0.014,0.257,0.338,0.378,0.424,-0.035,0.112,0.279,0.286,0.304,0.256,0.389,0.348,0.31
2021-11-12,0.172,0.275,0.289,0.234,0.13,0.107,0.112,0.279,0.061,0.136,0.094,0.376,0.339,0.119
2021-11-15,0.067,0.264,0.203,0.293,0.375,0.279,0.295,0.41,0.216,0.24,0.436,0.389,0.339,0.023
2021-11-16,0.287,0.288,0.22,0.181,0.412,-0.023,0.277,0.405,0.079,0.136,0.449,0.453,0.339,0.188
2021-11-17,0.231,0.344,0.297,0.316,0.157,0.351,0.291,0.41,0.179,0.368,0.408,0.387,0.412,0.257
2021-11-18,0.258,0.406,0.296,0.167,0.089,0.256,0.283,0.329,0.214,0.398,0.324,0.374,0.386,0.075
2021-11-19,0.428,0.387,0.131,0.239,-0.133,0.344,0.308,0.121,0.147,0.313,0.075,0.374,0.386,0.28
2021-11-22,0.229,0.444,0.121,0.281,0.005,0.362,0.409,0.251,0.327,0.286,0.09,0.348,0.386,0.15
2021-11-23,0.179,0.342,0.121,0.309,-0.021,0.182,0.258,0.276,0.355,0.323,0.304,0.277,0.386,0.187
2021-11-24,-0.031,0.296,0.299,0.154,-0.062,0.199,0.292,0.287,0.142,0.176,0.28,0.266,0.379,-0.124
2021-11-25,0.104,0.352,0.217,0.153,0.018,0.242,0.306,0.326,0.188,0.12,0.208,0.274,0.379,0.075
2021-11-26,0.319,0.34,0.22,0.118,0.036,0.197,0.355,0.326,0.237,0.143,0.162,0.274,0.379,0.069
2021-11-29,0.459,0.354,0.084,0.376,0.054,0.435,0.339,0.347,0.351,0.258,0.124,0.274,0.379,-0.154
2021-11-30,0.36,0.13,0.063,0.139,0.037,0.294,0.339,0.327,0.152,0.181,0.113,0.218,0.379,0.429
2021-12-01,0.127,0.118,0.066,0.409,0.06,0.227,0.317,0.363,0.153,0.033,0.091,0.231,0.379,0.137
2021-12-02,-0.08,0.116,0.152,0.207,0.181,0.203,0.183,0.38,0.109,-0.154,0.144,0.255,0.431,0.105
2021-12-03,-0.112,0.116,0.221,0.153,0.16,0.167,0.183,0.151,0.126,0.054,-0.123,0.252,0.431,0.231
2021-12-06,0.088,0.041,0.199,0.15,0.004,0.216,0.152,0.099,0.152,-0.072,0.006,0.278,0.431,0.087
2021-12-07,0.376,0.039,0.233,0.287,0.155,0.08,0.149,0.115,0.016,0.228,0.048,0.255,0.431,0.114
2021-12-08,0.065,0.068,0.292,0.092,0.254,-0.163,0.083,0.328,-0.037,0.415,0.109,0.288,0.411,0.343
2021-12-09,0.235,0.064,0.252,0.04,0.278,0.258,0.085,0.376,0.088,0.057,0.231,0.36,0.418,0.15
2021-12-10,-0.038,0.208,0.256,0.212,0.215,0.163,0.08,0.269,0.167,0.382,0.183,0.381,0.418,0.015
2021-12-13,0.149,0.399,0.29,-0.038,0.007,0.281,0.26,0.184,0.251,0.239,0.318,0.158,0.418,0.171
2021-12-14,0.143,0.36,0.386,0.037,-0.032,0.21,0.427,0.515,0.397,0.26,0.449,0.155,0.4,0.03
2021-12-15,0.072,0.178,0.291,0.223,0.012,-0.119,0.47,0.473,0.331,0.048,0.304,0.289,0.399,-0.073
2021-12-16,0.284,0.311,0.393,0.116,0.343,-0.152,0.43,0.341,0.038,0.115,0.282,0.346,0.399,0.061
2021-12-17,0.077,-0.063,0.288,0.179,0.364,0.108,0.418,0.39,0.27,0.309,0.224,0.447,0.422,-0.113
2021-12-20,0.1,-0.047,0.302,0.284,0.239,-0.029,0.421,0.358,0.174,0.129,0.022,0.102,0.414,0.208
2021-12-21,-0.077,0.128,0.237,0.292,0.314,0.222,0.361,0.195,0.217,-0.074,0.131,0.134,0.414,-0.05
2021-12-22,0.229,0.046,0.257,0.154,0.249,0.336,0.35,0.239,0.237,0.318,0.286,0.134,0.414,0.18
2021-12-23,0.078,0.182,0.335,0.112,0.273,0.081,0.35,0.295,0.157,0.112,0.222,0.221,0.414,0.399
2021-12-24,-0.024,0.149,0.383,0.261,0.416,0.248,0.35,0.11,0.202,0.275,0.091,0.22,0.414,0.21
2021-12-27,0.105,0.297,0.396,0.329,0.347,0.066,0.35,0.137,0.0,0.253,0.123,0.158,0.414,0.025
2021-12-28,0.284,0.241,0.387,0.233,0.363,0.2,0.314,0.062,0.314,0.23,0.33,0.229,0.414,0.228
2021-12-29,0.308,0.206,0.305,0.425,0.33,0.27,0.33,0.141,0.416,0.465,0.555,0.229,0.414,0.266
2021-12-30,-0.002,0.201,0.224,0.248,0.269,0.27,0.33,0.273,0.292,0.324,0.416,0.227,0.414,0.239
2021-12-31,0.022,0.201,0.122,0.172,0.213,0.216,0.281,0.306,0.222,0.322,0.343,0.227,0.414,0.288
2022-01-03,0.435,0.161,0.094,0.269,0.193,0.321,0.281,0.312,0.337,0.385,0.286,0.202,0.414,0.104
2022-01-04,0.37,0.18,0.212,0.298,0.283,0.339,0.32,0.346,0.41,0.272,0.367,0.206,0.414,0.157
2022-01-05,0.167,0.105,0.307,0.349,0.267,0.391,0.419,0.152,0.299,0.075,0.131,0.169,0.414,0.442
2022-01-06,-0.054,0.137,0.271,0.197,0.38,0.185,0.395,0.075,0.084,0.183,-0.059,0.197,0.414,0.094
2022-01-07,0.272,0.122,0.293,0.285,0.267,0.176,0.374,0.169,-0.01,0.288,-0.131,0.197,0.414,-0.073
2022-01-10,0.101,0.214,0.274,0.216,0.179,0.195,0.402,0.232,0.163,0.242,0.37,0.34,0.414,0.184
2022-01-11,0.273,0.187,0.42,0.057,0.292,0.27,0.417,0.185,0.197,0.295,0.229,0.347,0.449,0.198
2022-01-12,0.319,0.212,0.398,0.26,0.366,0.125,0.247,0.402,0.118,0.303,0.397,0.377,0.449,0.086
2022-01-13,0.255,0.296,0.201,0.286,0.498,0.303,0.238,0.437,-0.186,0.426,0.204,0.286,0.449,0.168
2022-01-14,0.286,0.357,0.257,0.167,0.354,0.107,0.245,0.371,0.032,0.024,0.211,0.237,0.489,0.059
2022-01-17,0.377,0.303,0.25,0.103,0.151,0.105,0.153,0.361,0.051,-0.478,0.26,0.31,0.486,0.212
2022-01-18,0.244,0.303,0.325,0.373,0.125,0.331,0.14,0.287,0.273,-0.087,0.268,0.321,0.486,0.201
2022-01-19,0.313,0.294,0.201,0.283,0.139,0.15,0.161,0.34,0.218,0.047,0.422,0.275,0.456,0.178
2022-01-20,-0.062,0.207,0.313,0.239,0.326,0.333,0.422,0.19,0.036,0.001,0.597,0.482,0.456,-0.364
2022-01-21,0.215,0.46,0.227,0.121,0.401,0.249,0.463,0.203,0.113,0.36,0.417,0.51,0.456,0.062
2022-01-24,0.175,0.396,0.264,0.051,0.336,0.207,0.329,0.108,0.158,-0.008,0.104,0.396,0.456,0.167
2022-01-25,0.062,0.365,0.288,0.134,0.335,0.005,0.298,0.098,0.328,0.123,0.206,0.364,0.489,0.195
2022-01-26,-0.006,0.346,0.297,0.213,0.304,0.208,0.285,0.006,0.089,0.426,-0.215,0.364,0.489,0.134
2022-01-27,0.263,0.373,0.154,0.297,0.37,0.171,0.169,-0.082,0.277,0.309,0.027,0.253,0.553,-0.115
2022-01-28,-0.097,0.204,0.259,0.238,0.161,0.398,0.267,-0.025,0.315,0.31,0.271,0.318,0.458,-0.113
2022-01-31,-0.108,0.07,0.242,0.217,0.196,0.063,0.253,0.311,0.096,0.097,0.295,0.258,0.285,0.083
2022-02-01,0.102,0.172,0.523,0.294,0.321,0.389,0.416,0.201,0.397,0.447,0.377,0.15,0.26,0.344
2022-02-02,0.34,0.137,0.26,0.307,0.311,0.233,0.378,0.348,-0.092,0.194,0.222,0.178,0.213,0.132
2022-02-03,-0.085,0.173,0.437,0.088,0.426,-0.133,0.36,0.442,-0.309,0.265,0.384,0.134,0.213,0.278
2022-02-04,0.192,0.174,0.411,0.375,0.372,0.172,0.413,0.261,0.006,0.029,0.175,0.193,0.213,0.4
2022-02-07,0.311,0.32,0.388,0.129,0.269,-0.057,0.315,0.265,-0.097,0.273,0.301,0.129,0.213,0.18
2022-02-08,0.398,0.304,0.365,0.173,0.253,0.093,0.243,0.323,-0.073,0.186,0.077,0.144,0.213,0.1
2022-02-09,0.085,0.368,0.246,0.187,0.308,0.206,0.325,0.351,0.123,0.381,0.011,0.056,0.213,-0.015
2022-02-10,0.196,0.45,0.294,0.161,0.274,0.242,0.325,0.242,0.227,0.249,0.031,0.058,0.213,-0.054
2022-02-11,0.214,0.445,0.292,0.311,0.17,0.025,0.419,0.291,-0.114,0.009,0.159,0.138,0.25,-0.077
2022-02-14,0.184,0.409,0.162,0.174,-0.016,0.217,0.419,0.015,0.157,0.224,0.118,0.206,0.25,0.162
2022-02-15,0.132,0.447,0.202,0.275,-0.051,0.16,0.33,0.153,0.003,0.255,0.276,0.332,0.25,0.335
2022-02-16,0.213,0.447,0.326,0.329,-0.005,0.091,0.377,0.248,-0.06,0.088,0.253,0.32,0.216,-0.015
2022-02-17,0.146,0.447,0.245,0.413,0.099,0.063,0.384,0.108,0.072,0.032,0.126,0.265,0.216,-0.031
2022-02-18,0.236,0.427,0.155,0.225,-0.115,0.403,0.348,0.006,0.023,0.078,-0.28,0.265,0.213,-0.092
2022-02-21,0.13,0.454,0.123,0.205,-0.201,0.227,0.261,-0.053,0.099,0.124,0.019,0.265,0.213,0.227
2022-02-22,0.184,0.454,0.123,0.236,-0.1,0.197,0.261,-0.008,-0.029,0.261,0.045,0.265,0.239,0.095
2022-02-23,0.041,0.336,0.243,0.198,-0.234,0.029,0.21,-0.199,-0.001,0.254,0.054,0.265,0.239,-0.137
2022-02-24,0.066,0.366,0.09,0.125,-0.118,0.189,0.211,-0.236,0.057,-0.059,0.094,0.259,0.308,0.054
2022-02-25,-0.185,0.366,0.149,-0.114,0.251,-0.112,0.075,-0.302,0.025,-0.046,0.113,0.179,0.308,0.04
2022-02-28,0.095,0.227,0.231,0.163,0.15,-0.067,0.075,-0.179,-0.038,0.084,0.043,0.179,0.308,0.044
2022-03-01,0.014,0.227,-0.024,0.015,0.215,-0.141,0.069,0.073,-0.242,-0.113,0.231,0.22,0.308,0.056
2022-03-02,-0.062,0.215,-0.05,0.251,0.199,-0.313,0.002,0.1,-0.207,0.001,-0.061,0.23,0.327,0.031
2022-03-03,-0.245,0.203,-0.082,-0.035,0.252,-0.356,-0.038,0.043,-0.186,-0.043,-0.161,0.216,0.328,0.118
2022-03-04,-0.046,0.168,-0.074,0.081,0.328,-0.125,-0.09,-0.073,0.068,0.072,0.016,0.278,0.322,-0.278
2022-03-07,0.129,0.138,-0.1,0.068,0.384,-0.081,-0.031,-0.051,-0.139,-0.026,-0.026,0.251,0.322,-0.003
2022-03-08,-0.302,0.053,-0.075,0.142,0.384,-0.009,-0.032,-0.191,-0.018,-0.132,0.166,0.175,0.322,-0.126
2022-03-09,-0.157,0.183,0.157,0.159,0.312,-0.171,-0.147,0.119,-0.09,0.061,-0.061,0.097,0.282,-0.278
2022-03-10,0.206,0.183,0.179,0.189,0.297,0.098,0.072,0.119,-0.148,0.135,0.0,0.121,0.282,0.092
2022-03-11,0.069,0.149,0.287,0.203,-0.094,0.198,0.104,0.309,-0.251,0.209,0.259,0.069,0.3,0.215
2022-03-14,0.172,0.167,0.286,0.211,-0.13,0.082,0.123,0.34,-0.219,0.261,0.323,0.034,0.338,0.177
2022-03-15,-0.203,0.305,0.102,0.024,-0.1,0.105,0.105,0.132,-0.113,0.111,0.099,0.094,0.403,-0.09
2022-03-16,0.075,0.396,0.058,0.279,0.021,0.281,0.139,0.085,0.106,0.164,-0.005,0.119,0.403,0.123
2022-03-17,0.222,0.397,0.18,0.237,0.292,0.193,0.139,0.072,0.17,0.112,0.246,0.219,0.459,-0.042
2022-03-18,0.091,0.235,0.3,0.166,0.246,-0.092,0.197,0.243,-0.088,-0.016,0.314,0.199,0.459,0.05
2022-03-21,0.165,0.271,0.303,0.233,0.201,0.032,0.349,0.211,0.097,0.144,0.425,0.179,0.459,0.018
2022-03-22,0.157,0.248,0.382,0.228,0.283,0.012,0.34,0.261,-0.095,0.258,0.439,0.219,0.459,0.178
2022-03-23,0.046,0.203,0.226,0.055,0.259,0.042,0.353,0.276,-0.336,0.405,0.442,0.219,0.459,0.441
2022-03-24,0.22,-0.071,0.265,0.309,0.196,-0.012,0.342,0.179,-0.102,0.19,0.364,0.219,0.459,0.385
2022-03-25,0.122,-0.032,0.354,0.196,0.105,0.012,0.333,0.235,-0.007,-0.057,0.135,0.33,0.459,0.117
2022-03-28,0.254,0.156,0.363,0.232,0.199,0.217,0.352,0.281,0.232,0.018,0.397,0.237,0.448,0.218
2022-03-29,0.211,0.343,0.435,0.225,0.308,0.192,0.285,0.409,0.293,0.149,0.358,0.249,0.446,0.144
2022-03-30,0.2,0.279,0.376,0.164,0.409,0.134,0.261,0.445,0.2,0.212,0.353,0.291,0.422,-0.061
2022-03-31,0.294,0.262,0.201,0.389,0.293,0.106,0.271,0.32,0.084,0.06,0.227,0.228,0.412,0.101
2022-04-01,0.154,0.325,-0.054,0.186,0.184,0.115,0.24,0.176,0.021,0.071,0.232,0.228,0.412,0.102
2022-04-04,0.086,0.314,0.002,0.096,0.131,0.346,0.217,0.14,0.188,0.104,0.245,0.246,0.412,0.187
2022-04-05,0.057,0.323,0.327,0.396,0.235,0.079,0.124,0.099,0.097,0.386,0.451,0.197,0.412,0.102
2022-04-06,0.331,0.323,0.279,0.209,0.167,0.001,0.147,-0.009,0.004,0.318,0.347,0.197,0.392,-0.157
2022-04-07,0.061,0.323,0.299,0.117,0.099,0.113,0.144,0.046,-0.182,0.15,0.109,0.252,0.392,-0.189
2022-04-08,0.229,0.323,0.278,0.15,0.037,0.166,0.13,0.196,-0.008,0.34,0.161,0.252,0.392,0.125
2022-04-11,0.268,0.283,0.219,0.356,0.24,0.085,0.13,0.215,0.213,0.298,0.051,0.252,0.392,-0.154
2022-04-12,0.065,0.238,0.151,0.232,0.241,0.147,0.198,0.278,-0.101,0.253,0.133,0.315,0.397,0.036
2022-04-13,-0.044,0.249,0.078,0.15,0.172,0.181,0.158,0.384,0.211,0.147,0.123,0.315,0.397,0.04
2022-04-14,-0.11,0.241,0.142,0.208,0.119,0.275,0.27,0.324,0.178,0.057,0.252,0.315,0.343,0.175
2022-04-15,0.04,0.295,0.185,0.261,0.067,0.313,0.175,0.355,-0.201,0.099,0.151,0.315,0.369,-0.108
2022-04-18,0.106,0.295,0.221,0.263,0.066,0.202,0.168,0.342,0.034,0.314,0.063,0.412,0.369,0.011
2022-04-19,0.362,0.295,0.149,0.045,0.083,0.171,0.168,0.231,0.131,0.225,-0.055,0.418,0.369,0.074
2022-04-20,-0.042,0.341,0.147,0.311,0.124,0.073,0.296,0.258,-0.121,0.326,-0.019,0.324,0.434,0.224
2022-04-21,0.164,0.355,0.139,0.079,0.105,0.057,0.267,0.222,-0.029,0.073,0.091,0.23,0.434,0.272
2022-04-22,0.302,0.358,0.2,0.257,0.05,0.018,0.179,0.12,-0.022,0.148,0.194,0.23,0.401,0.089
2022-04-25,-0.252,0.358,0.23,-0.063,-0.028,-0.112,0.175,0.212,-0.028,-0.101,0.077,0.23,0.395,0.021
2022-04-26,-0.004,0.392,0.297,0.216,-0.111,0.078,0.092,0.092,0.046,-0.01,0.12,0.259,0.395,0.07
2022-04-27,0.208,0.392,0.28,0.146,0.016,0.027,0.207,0.015,0.157,0.237,0.051,0.259,0.395,-0.009
2022-04-28,0.24,0.409,0.197,0.064,0.076,-0.038,0.21,-0.007,0.189,0.142,0.205,0.18,0.395,0.298
2022-04-29,-0.037,0.362,0.19,0.1,0.153,-0.066,0.21,-0.201,0.179,0.065,0.151,0.245,0.395,-0.021
2022-05-02,0.125,0.427,0.129,0.099,0.117,0.236,0.243,0.123,0.01,0.168,0.143,0.245,0.395,0.028
2022-05-03,-0.079,0.424,0.045,0.037,0.063,0.051,0.243,0.228,-0.004,0.139,0.056,0.245,0.395,0.148
2022-05-04,0.316,0.371,0.385,0.184,0.046,0.2,0.259,0.235,0.186,0.171,0.123,0.307,0.419,0.181
2022-05-05,-0.08,0.371,0.017,-0.048,0.0,-0.048,0.254,0.131,-0.01,-0.015,-0.142,0.313,0.398,0.227
2022-05-06,0.11,0.294,0.058,0.006,0.013,0.062,0.177,0.08,0.101,0.132,-0.03,0.226,0.331,-0.115
2022-05-09,0.002,0.275,0.205,0.204,0.073,0.047,0.169,0.186,0.071,0.287,-0.166,0.36,0.405,0.114
2022-05-10,0.01,0.278,0.324,0.075,0.065,0.15,0.046,0.197,-0.26,0.101,0.048,0.314,0.405,-0.282
2022-05-11,-0.003,0.276,0.347,0.385,0.11,0.271,0.112,0.221,-0.115,0.011,0.178,0.305,0.412,0.111
2022-05-12,0.259,0.287,0.354,0.283,0.111,0.176,0.2,0.264,0.058,0.185,0.282,0.258,0.412,0.15
2022-05-13,0.021,0.214,0.358,-0.065,0.08,0.129,0.276,0.32,0.055,0.011,0.207,0.258,0.442,0.098
2022-05-16,0.07,0.201,0.352,-0.12,-0.025,0.116,0.232,0.269,0.008,0.033,0.159,0.287,0.442,-0.048
2022-05-17,0.153,0.14,0.394,0.065,0.041,0.04,0.263,0.249,-0.084,0.105,0.113,0.253,0.442,-0.097
2022-05-18,0.186,0.131,0.391,0.226,0.345,0.081,0.309,0.089,0.122,0.228,0.124,0.311,0.426,0.108
2022-05-19,0.045,0.215,0.403,-0.003,0.12,0.191,0.309,0.132,0.206,0.296,0.163,0.242,0.397,-0.23
2022-05-20,0.237,0.235,0.338,0.115,0.164,0.018,0.38,0.001,0.353,0.339,0.022,0.273,0.434,-0.186
2022-05-23,0.154,0.239,0.302,0.274,0.016,0.034,0.299,0.117,0.132,0.262,0.227,0.176,0.438,-0.046
2022-05-24,0.125,0.249,0.213,0.074,0.076,-0.068,0.321,0.056,-0.212,0.009,0.163,0.182,0.474,0.038
2022-05-25,-0.114,0.326,0.116,0.087,-0.082,-0.256,0.448,0.078,-0.285,0.081,0.248,0.227,0.498,-0.339
2022-05-26,-0.075,0.326,0.127,0.198,0.145,-0.139,0.396,-0.056,-0.313,0.059,-0.246,0.198,0.553,0.046
2022-05-27,0.38,0.342,0.068,0.186,0.329,0.232,0.371,0.036,-0.1,0.259,0.089,0.198,0.553,0.035
2022-05-30,0.079,0.351,0.009,0.135,0.341,0.047,0.39,0.091,-0.012,0.066,0.077,0.199,0.475,0.258
2022-05-31,0.079,0.351,0.054,0.242,0.199,0.164,0.397,0.091,0.072,0.032,0.022,0.217,0.481,0.071
2022-06-01,0.17,0.433,0.233,0.392,0.323,0.441,0.228,0.122,0.301,0.196,0.142,0.226,0.481,0.191
2022-06-02,0.129,0.44,0.403,0.284,0.286,0.294,0.112,0.008,-0.021,0.313,0.183,0.295,0.445,0.054
2022-06-03,-0.037,0.39,0.378,0.055,0.249,-0.084,0.015,0.108,0.117,-0.115,0.345,0.361,0.323,-0.136
2022-06-06,0.143,0.39,0.333,-0.011,0.296,0.045,0.041,0.042,-0.061,-0.018,0.012,0.291,0.295,0.011
2022-06-07,0.049,0.371,0.352,0.06,0.239,0.094,0.044,0.135,0.19,0.096,0.011,0.296,0.295,-0.137
2022-06-08,-0.069,0.305,0.378,-0.048,0.354,0.157,-0.028,0.099,0.185,0.047,0.127,0.245,0.261,-0.047
2022-06-09,0.143,0.265,0.305,0.285,0.292,0.237,0.073,-0.123,0.294,0.199,0.166,0.245,0.242,0.264
2022-06-10,0.067,0.209,0.342,-0.077,0.21,0.121,0.146,0.053,-0.066,0.13,0.103,0.245,0.242,-0.118
2022-06-13,0.145,0.093,0.104,0.121,0.163,0.111,0.192,0.136,-0.153,0.125,0.135,-0.15,0.242,-0.06
2022-06-14,0.021,0.212,0.203,0.183,0.307,0.305,0.285,0.107,-0.157,0.169,0.199,0.155,0.275,0.09
2022-06-15,0.117,0.217,0.241,0.208,0.306,0.265,0.284,0.137,-0.104,0.004,0.094,0.062,0.28,0.062
2022-06-16,-0.251,0.203,0.242,0.11,0.305,-0.09,0.283,0.167,-0.051,-0.161,-0.011,-0.03,0.286,0.033
2022-06-17,-0.022,-0.054,0.238,0.272,0.28,0.192,0.335,0.088,0.046,0.089,0.058,-0.09,0.286,-0.182
2022-06-20,0.065,0.024,0.258,0.162,0.328,-0.195,0.304,0.182,-0.143,-0.055,0.185,-0.08,0.286,-0.105
2022-06-21,0.099,0.024,0.307,0.215,0.328,0.167,0.187,0.15,-0.106,-0.049,0.21,-0.04,0.286,-0.176
2022-06-22,0.388,0.051,0.365,0.18,0.319,0.014,0.187,0.15,-0.043,0.281,0.211,0.112,0.231,0.148
2022-06-23,0.206,0.201,0.398,0.17,0.202,0.132,0.204,0.169,-0.037,0.105,0.194,0.135,0.231,0.024
2022-06-24,-0.065,0.159,0.385,0.225,0.04,-0.033,0.23,0.186,0.159,0.27,0.221,0.209,0.249,0.07
2022-06-27,0.312,0.268,0.299,0.065,0.047,0.213,0.207,0.16,0.373,0.259,0.225,0.325,0.249,0.021
2022-06-28,-0.002,0.177,0.303,0.125,-0.041,-0.064,0.214,0.263,0.112,0.128,0.132,0.308,0.25,0.031
2022-06-29,-0.021,0.186,0.255,0.132,-0.065,0.061,0.322,0.177,-0.088,0.245,0.016,0.368,0.25,0.018
2022-06-30,-0.056,0.178,-0.073,0.227,-0.017,-0.021,0.29,0.137,-0.071,0.266,0.014,0.196,0.289,-0.134
2022-07-01,-0.307,0.166,-0.129,0.306,0.015,-0.116,0.25,0.06,-0.193,0.06,-0.023,0.214,0.281,-0.133
2022-07-04,0.01,0.244,-0.073,0.143,-0.016,0.345,0.211,-0.089,-0.117,0.109,0.078,0.18,0.281,-0.096
2022-07-05,0.125,0.244,-0.049,0.298,0.031,0.276,0.198,-0.124,0.057,0.12,0.033,0.055,0.281,-0.235
2022-07-06,0.233,0.263,0.062,0.133,0.227,0.199,0.189,-0.156,-0.028,0.035,0.235,0.058,0.281,-0.077
2022-07-07,0.178,0.381,0.318,0.359,0.348,0.126,0.096,0.159,0.096,0.227,0.351,0.092,0.27,0.249
2022-07-08,0.331,0.388,0.315,0.341,0.342,0.121,0.093,0.156,0.092,0.224,0.345,0.093,0.261,0.245
2022-07-11,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,-0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,0.138,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,-0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,-0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,0.177,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,-0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,-0.111,0.279,0.262,-0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
